,Country,Year,tp10,tp5,tp1,t,tf1,tf5,tf10,item,op10,op5,op1,o,of1,of5,of10
432,Afghanistan,2006,14.426,15.77808333,14.98,15.59558333,15.10616667,15.518,16.533625,Figs,9310,17000,20000,20000,15000,8224,44000
433,Afghanistan,2007,14.904,15.53766667,15.59558333,15.10616667,15.2165,14.48158333,16.533625,Figs,10000,15000,20000,15000,8100,14000,44000
434,Afghanistan,2008,15.1325,14.916,15.10616667,15.2165,15.25775,16.533625,16.533625,Figs,17000,17000,15000,8100,11544,24000,44000
483,Afghanistan,2004,14.75475,15.38875,14.916,15.77091667,14.98,15.25775,16.533625,Fruit- citrus nes,6953,8676,8933,9460,5700,2000,44000
484,Afghanistan,2005,14.85916667,15.49783333,15.77091667,14.98,15.59558333,15.82866667,16.533625,Fruit- citrus nes,6762,8363,9460,5700,4000,2000,44000
485,Afghanistan,2006,14.426,15.77808333,14.98,15.59558333,15.10616667,15.518,16.533625,Fruit- citrus nes,7113,8600,5700,4000,1600,2000,44000
486,Afghanistan,2007,14.904,15.53766667,15.59558333,15.10616667,15.2165,14.48158333,16.533625,Fruit- citrus nes,7980,8450,4000,1600,1600,2000,44000
487,Afghanistan,2008,15.1325,14.916,15.10616667,15.2165,15.25775,16.533625,16.533625,Fruit- citrus nes,8542,8933,1600,1600,2000,3000,44000
34,Afghanistan,2009,15.38875,15.77091667,15.2165,15.25775,15.82866667,16.533625,16.533625,Almonds- with shell,11000,14700,42000,43183,56000,9000,44000
35,Afghanistan,2010,15.49783333,14.98,15.25775,15.82866667,15.518,16.533625,16.533625,Almonds- with shell,12000,15630,43183,56000,60611,9000,44000
36,Afghanistan,2011,15.77808333,15.59558333,15.82866667,15.518,14.48158333,16.533625,16.533625,Almonds- with shell,15000,20000,56000,60611,62000,9000,44000
37,Afghanistan,2012,15.53766667,15.10616667,15.518,14.48158333,16.533625,16.533625,16.533625,Almonds- with shell,15349,31481,60611,62000,42215,9000,44000
62,Afghanistan,2009,15.38875,15.77091667,15.2165,15.25775,15.82866667,16.533625,16.533625,Anise- badian- fennel- coriander,7000,9000,9000,8373,10200,9000,44000
63,Afghanistan,2010,15.49783333,14.98,15.25775,15.82866667,15.518,16.533625,16.533625,Anise- badian- fennel- coriander,2500,10000,8373,10200,12055,9000,44000
64,Afghanistan,2011,15.77808333,15.59558333,15.82866667,15.518,14.48158333,16.533625,16.533625,Anise- badian- fennel- coriander,1000,10458,10200,12055,12500,9000,44000
65,Afghanistan,2012,15.53766667,15.10616667,15.518,14.48158333,16.533625,16.533625,16.533625,Anise- badian- fennel- coriander,2000,17000,12055,12500,12500,9000,44000
115,Afghanistan,2009,15.38875,15.77091667,15.2165,15.25775,15.82866667,16.533625,16.533625,Apples,17772,21948,59090,72765,59850,9000,44000
116,Afghanistan,2010,15.49783333,14.98,15.25775,15.82866667,15.518,16.533625,16.533625,Apples,16555,25732,72765,59850,62041,9000,44000
117,Afghanistan,2011,15.77808333,15.59558333,15.82866667,15.518,14.48158333,16.533625,16.533625,Apples,18016,52500,59850,62041,70000,9000,44000
118,Afghanistan,2012,15.53766667,15.10616667,15.518,14.48158333,16.533625,16.533625,16.533625,Apples,17380,59500,62041,70000,78597,9000,44000
168,Afghanistan,2009,15.38875,15.77091667,15.2165,15.25775,15.82866667,16.533625,16.533625,Apricots,35558,44258,57457,60000,66560,9000,44000
169,Afghanistan,2010,15.49783333,14.98,15.25775,15.82866667,15.518,16.533625,16.533625,Apricots,38207,48192,60000,66560,56043,9000,44000
170,Afghanistan,2011,15.77808333,15.59558333,15.82866667,15.518,14.48158333,16.533625,16.533625,Apricots,38000,50000,66560,56043,83500,9000,44000
171,Afghanistan,2012,15.53766667,15.10616667,15.518,14.48158333,16.533625,16.533625,16.533625,Apricots,39532,58000,56043,83500,90000,9000,44000
222,Afghanistan,2010,15.49783333,14.98,15.25775,15.82866667,15.518,16.533625,16.533625,Barley,74000,337000,486000,437000,305900,9000,44000
223,Afghanistan,2011,15.77808333,15.59558333,15.82866667,15.518,14.48158333,16.533625,16.533625,Barley,87000,364000,437000,305900,504000,9000,44000
224,Afghanistan,2012,15.53766667,15.10616667,15.518,14.48158333,16.533625,16.533625,16.533625,Barley,345000,370000,305900,504000,514000,9000,44000
225,Afghanistan,2013,14.916,15.2165,14.48158333,16.533625,16.533625,16.533625,16.533625,Barley,240000,333000,504000,514000,521000,9000,44000
275,Afghanistan,2009,15.38875,15.77091667,15.2165,15.25775,15.82866667,16.533625,16.533625,Berries nes,72462,79006,47000,32300,24764,9000,44000
276,Afghanistan,2010,15.49783333,14.98,15.25775,15.82866667,15.518,16.533625,16.533625,Berries nes,69846,51000,32300,24764,24606,9000,44000
277,Afghanistan,2011,15.77808333,15.59558333,15.82866667,15.518,14.48158333,16.533625,16.533625,Berries nes,71826,42500,24764,24606,25000,9000,44000
278,Afghanistan,2012,15.53766667,15.10616667,15.518,14.48158333,16.533625,16.533625,16.533625,Berries nes,70570,48000,24606,25000,25000,9000,44000
328,Afghanistan,2009,15.38875,15.77091667,15.2165,15.25775,15.82866667,16.533625,16.533625,Cotton lint,22000,9240,11550,14148,10890,9000,44000
329,Afghanistan,2010,15.49783333,14.98,15.25775,15.82866667,15.518,16.533625,16.533625,Cotton lint,18500,10890,14148,10890,10890,9000,44000
330,Afghanistan,2011,15.77808333,15.59558333,15.82866667,15.518,14.48158333,16.533625,16.533625,Cotton lint,18500,10560,10890,10890,11979,9000,44000
331,Afghanistan,2012,15.53766667,15.10616667,15.518,14.48158333,16.533625,16.533625,16.533625,Cotton lint,18500,11567,10890,11979,13917,9000,44000
382,Afghanistan,2010,15.49783333,14.98,15.25775,15.82866667,15.518,16.533625,16.533625,Cottonseed,37000,21450,27867,21450,21450,9000,44000
383,Afghanistan,2011,15.77808333,15.59558333,15.82866667,15.518,14.48158333,16.533625,16.533625,Cottonseed,37000,20800,21450,21450,23595,9000,44000
384,Afghanistan,2012,15.53766667,15.10616667,15.518,14.48158333,16.533625,16.533625,16.533625,Cottonseed,37000,22783,21450,23595,27412,9000,44000
385,Afghanistan,2013,14.916,15.2165,14.48158333,16.533625,16.533625,16.533625,16.533625,Cottonseed,21450,22750,23595,27412,22380,9000,44000
435,Afghanistan,2009,15.38875,15.77091667,15.2165,15.25775,15.82866667,16.533625,16.533625,Figs,15590,20000,8100,11544,8658,9000,44000
436,Afghanistan,2010,15.49783333,14.98,15.25775,15.82866667,15.518,16.533625,16.533625,Figs,15000,20000,11544,8658,8224,9000,44000
437,Afghanistan,2011,15.77808333,15.59558333,15.82866667,15.518,14.48158333,16.533625,16.533625,Figs,17000,20000,8658,8224,14000,9000,44000
438,Afghanistan,2012,15.53766667,15.10616667,15.518,14.48158333,16.533625,16.533625,16.533625,Figs,15000,15000,8224,14000,24000,9000,44000
488,Afghanistan,2009,15.38875,15.77091667,15.2165,15.25775,15.82866667,16.533625,16.533625,Fruit- citrus nes,8676,9460,1600,2000,2000,9000,44000
489,Afghanistan,2010,15.49783333,14.98,15.25775,15.82866667,15.518,16.533625,16.533625,Fruit- citrus nes,8363,5700,2000,2000,2000,9000,44000
490,Afghanistan,2011,15.77808333,15.59558333,15.82866667,15.518,14.48158333,16.533625,16.533625,Fruit- citrus nes,8600,4000,2000,2000,2000,9000,44000
491,Afghanistan,2012,15.53766667,15.10616667,15.518,14.48158333,16.533625,16.533625,16.533625,Fruit- citrus nes,8450,1600,2000,2000,3000,9000,44000
38,Afghanistan,2013,14.916,15.2165,14.48158333,16.533625,16.533625,16.533625,16.533625,Almonds- with shell,14000,42000,62000,42215,9000,9000,44000
66,Afghanistan,2013,14.916,15.2165,14.48158333,16.533625,16.533625,16.533625,16.533625,Anise- badian- fennel- coriander,4100,9000,12500,12500,9000,9000,44000
119,Afghanistan,2013,14.916,15.2165,14.48158333,16.533625,16.533625,16.533625,16.533625,Apples,21134,59090,70000,78597,9000,9000,44000
172,Afghanistan,2013,14.916,15.2165,14.48158333,16.533625,16.533625,16.533625,16.533625,Apricots,41793,57457,83500,90000,9000,9000,44000
279,Afghanistan,2013,14.916,15.2165,14.48158333,16.533625,16.533625,16.533625,16.533625,Berries nes,74606,47000,25000,25000,9000,9000,44000
332,Afghanistan,2013,14.916,15.2165,14.48158333,16.533625,16.533625,16.533625,16.533625,Cotton lint,10890,11550,11979,13917,9000,9000,44000
439,Afghanistan,2013,14.916,15.2165,14.48158333,16.533625,16.533625,16.533625,16.533625,Figs,17000,8100,14000,24000,9000,9000,44000
492,Afghanistan,2013,14.916,15.2165,14.48158333,16.533625,16.533625,16.533625,16.533625,Fruit- citrus nes,8933,1600,2000,3000,9000,9000,44000
